photon energy (eV),n,k
1.5,3.77,0.0001
1.525,3.770426,0.000709
1.55,3.770426,0.000709
1.575,3.769911,0.002504
1.6,3.775799,0.007325
1.625,3.809127,7e-006
1.65,3.808758,0.000637
1.675,3.809035,0.001846
1.7,3.822196,0.004928
1.725,3.832453,0.004749
1.75,3.844988,0.002242
1.775,3.854045,0.001285
1.8,3.868048,0.003214
1.825,3.881909,0.004108
1.85,3.896204,0.003399
1.875,3.908981,0.004904
1.9,3.922622,0.00594
1.925,3.936769,0.004959
1.95,3.952008,0.006031
1.975,3.967853,0.005375
2,3.981815,0.006314
2.025,4.000778,0.006375
2.05,4.015177,0.00824
2.075,4.033042,0.010975
2.1,4.049756,0.010075
2.125,4.069503,0.010171
2.15,4.088543,0.01046
2.175,4.107909,0.015218
2.2,4.128614,0.013726
2.225,4.149164,0.016157
2.25,4.170356,0.015729
2.275,4.194354,0.019309
2.3,4.216153,0.017935
2.325,4.240182,0.024031
2.35,4.265504,0.026397
2.375,4.293991,0.029716
2.4,4.324818,0.032366
2.425,4.35192,0.034989
2.45,4.382575,0.041571
2.475,4.414681,0.043945
2.5,4.447202,0.049362
2.525,4.480409,0.056337
2.55,4.516075,0.062003
2.575,4.555095,0.067092
2.6,4.590226,0.073769
2.625,4.63353,0.082597
2.65,4.676749,0.089343
2.675,4.721072,0.093616
2.7,4.765945,0.106079
2.725,4.814259,0.117588
2.75,4.865545,0.134808
2.775,4.918316,0.140327
2.8,4.974554,0.150583
2.825,5.034197,0.171438
2.85,5.097301,0.1872
2.875,5.161685,0.212155
2.9,5.232591,0.236116
2.925,5.308758,0.256617
2.95,5.385369,0.291177
2.975,5.469649,0.318897
3,5.559039,0.366326
3.025,5.660788,0.413464
3.05,5.766135,0.477404
3.075,5.87001,0.540474
3.1,5.990304,0.641055
3.125,6.113945,0.755362
3.15,6.238653,0.881719
3.175,6.362881,1.042626
3.2,6.461213,1.256216
3.225,6.515875,1.485433
3.25,6.53758,1.739098
3.275,6.493943,2.002327
3.3,6.382645,2.239259
3.325,6.239514,2.413625
3.35,6.086109,2.544406
3.375,5.938759,2.625839
3.4,5.807508,2.683282
3.425,5.696461,2.719219
3.45,5.614213,2.749957
3.475,5.54978,2.756487
3.5,5.493114,2.779691
3.525,5.439541,2.805614
3.55,5.396492,2.838024
3.575,5.363617,2.864515
3.6,5.330139,2.894213
3.625,5.30077,2.92409
3.65,5.279084,2.967839
3.675,5.256055,3.004142
3.7,5.240838,3.037233
3.725,5.211167,3.073886
3.75,5.202021,3.115517
3.775,5.196595,3.173965
3.8,5.171672,3.220624
3.825,5.158665,3.276733
3.85,5.155943,3.342857
3.875,5.156161,3.413419
3.9,5.135344,3.471377
3.925,5.136881,3.553678
3.95,5.125999,3.634066
3.975,5.107447,3.745138
4,5.096816,3.836891
4.025,5.061377,3.974967
4.05,5.032788,4.088991
4.075,4.999409,4.233896
4.1,4.936773,4.3928
4.125,4.829864,4.554516
4.15,4.703644,4.722875
4.175,4.539707,4.85096
4.2,4.343978,4.973141
4.225,4.153073,5.073508
4.25,3.924889,5.112998
4.275,3.711701,5.122712
4.3,3.517306,5.11251
4.325,3.338562,5.065279
4.35,3.163381,5.03079
4.375,3.011243,4.984757
4.4,2.871584,4.907649
4.425,2.764041,4.849409
4.45,2.650081,4.784203
4.475,2.526236,4.692126
4.5,2.441251,4.631535
4.525,2.354274,4.543453
4.55,2.275777,4.452074
4.575,2.202374,4.396393
4.6,2.163902,4.308582
4.625,2.091187,4.236025
4.65,2.065073,4.161779
4.675,2.022502,4.113422
4.7,1.998279,4.044395
