photon energy (eV),n,k
1.5,3.678472,0.009135
1.525,3.689279,0.020108
1.55,3.694959,0.013717
1.575,3.704029,0.011666
1.6,3.71575,0.01456
1.625,3.722878,0.009757
1.65,3.730917,0.008008
1.675,3.743664,0.008025
1.7,3.753325,0.017958
1.725,3.763476,0.015776
1.75,3.774355,0.012
1.775,3.784745,0.01291
1.8,3.795856,0.014032
1.825,3.80722,0.014173
1.85,3.820659,0.011455
1.875,3.833667,0.013233
1.9,3.844974,0.013304
1.925,3.858689,0.014169
1.95,3.871984,0.013767
1.975,3.885907,0.015359
2,3.899874,0.016161
2.025,3.913469,0.016272
2.05,3.928569,0.015513
2.075,3.944902,0.017
2.1,3.960393,0.017578
2.125,3.976542,0.018413
2.15,3.994502,0.018059
2.175,4.01209,0.019249
2.2,4.029437,0.021937
2.225,4.048703,0.021839
2.25,4.067845,0.022501
2.275,4.088689,0.021792
2.3,4.109455,0.023553
2.325,4.131145,0.022827
2.35,4.153345,0.024218
2.375,4.176767,0.025521
2.4,4.199507,0.027986
2.425,4.224123,0.030107
2.45,4.251607,0.031255
2.475,4.280551,0.034388
2.5,4.308727,0.0374
2.525,4.337383,0.040627
2.55,4.368057,0.047354
2.575,4.402419,0.049947
2.6,4.43508,0.055328
2.625,4.470671,0.060578
2.65,4.5098,0.061452
2.675,4.549086,0.066584
2.7,4.591051,0.068744
2.725,4.630522,0.079575
2.75,4.676562,0.08619
2.775,4.72194,0.095182
2.8,4.770236,0.100896
2.825,4.824911,0.107831
2.85,4.872398,0.127044
2.875,4.933186,0.129818
2.9,4.994434,0.14245
2.925,5.056164,0.160738
2.95,5.125987,0.170833
2.975,5.196965,0.186971
3,5.278863,0.202925
3.025,5.356235,0.231767
3.05,5.449767,0.259309
3.075,5.543185,0.297191
3.1,5.64924,0.326218
3.125,5.76395,0.384837
3.15,5.896666,0.440185
3.175,6.041495,0.485552
3.2,6.191273,0.587397
3.225,6.369389,0.695231
3.25,6.548326,0.870735
3.275,6.734851,1.067847
3.3,6.899451,1.403771
3.325,7.003661,1.749717
3.35,6.988883,2.162712
3.375,6.821333,2.561705
3.4,6.562545,2.868795
3.425,6.251048,3.03744
3.45,5.96691,3.104938
3.475,5.752351,3.092264
3.5,5.600564,3.056025
3.525,5.486843,3.028376
3.55,5.428559,3.018388
3.575,5.36288,3.007801
3.6,5.310019,3.005141
3.625,5.277265,3.008895
3.65,5.247273,3.031661
3.675,5.21848,3.049714
3.7,5.176715,3.082619
3.725,5.159397,3.111611
3.75,5.134727,3.146384
3.775,5.119562,3.17437
3.8,5.090693,3.21286
3.825,5.065794,3.258152
3.85,5.067718,3.285754
3.875,5.051442,3.34679
3.9,5.032111,3.392103
3.925,5.034582,3.443878
3.95,5.039221,3.492339
3.975,5.033726,3.575236
4,5.029444,3.645336
4.025,5.024218,3.744033
4.05,5.025072,3.827451
4.075,5.009243,3.941296
4.1,4.986189,4.066576
4.125,4.985252,4.206089
4.15,4.927568,4.364352
4.175,4.884872,4.547588
4.2,4.790618,4.740092
4.225,4.659426,4.949227
4.25,4.454446,5.141782
4.275,4.204666,5.271745
4.3,3.925602,5.353345
4.325,3.668086,5.346955
4.35,3.40611,5.332395
4.375,3.232079,5.279617
4.4,3.036998,5.232917
4.425,2.876675,5.15814
4.45,2.722568,5.111434
4.475,2.574228,5.030816
4.5,2.426347,4.941309
4.525,2.293326,4.855108
4.55,2.187938,4.735124
4.575,2.099216,4.659003
4.6,2.014457,4.543103
4.625,1.953718,4.439004
4.65,1.898731,4.340671
4.675,1.854074,4.262399
4.7,1.825345,4.175496
