photon energy (eV),n,k
1.5,3.783539,0.00333
1.525,3.792973,0.012655
1.55,3.804857,0.012038
1.575,3.811498,0.009063
1.6,3.82328,0.007645
1.625,3.835878,0.003961
1.65,3.843714,0.005812
1.675,3.857384,0.00407
1.7,3.869919,0.01018
1.725,3.881736,0.009991
1.75,3.894565,0.010142
1.775,3.906979,0.014763
1.8,3.92013,0.011774
1.825,3.932434,0.011555
1.85,3.948204,0.012875
1.875,3.961837,0.013532
1.9,3.976568,0.013685
1.925,3.991596,0.013354
1.95,4.007288,0.014489
1.975,4.024632,0.014692
2,4.041183,0.016081
2.025,4.057901,0.016852
2.05,4.075431,0.019694
2.075,4.094264,0.020763
2.1,4.113364,0.021565
2.125,4.131543,0.023617
2.15,4.153121,0.023335
2.175,4.174169,0.028786
2.2,4.196942,0.031958
2.225,4.218289,0.033068
2.25,4.243248,0.035857
2.275,4.268053,0.038859
2.3,4.295593,0.041027
2.325,4.32095,0.049288
2.35,4.349146,0.053843
2.375,4.379585,0.057214
2.4,4.409973,0.062814
2.425,4.439551,0.069365
2.45,4.473432,0.077924
2.475,4.509203,0.080541
2.5,4.543484,0.087126
2.525,4.578433,0.094432
2.55,4.614592,0.105761
2.575,4.65472,0.113261
2.6,4.698777,0.121671
2.625,4.739845,0.136501
2.65,4.789466,0.146274
2.675,4.835632,0.156089
2.7,4.883557,0.174949
2.725,4.936764,0.18775
2.75,4.988074,0.212273
2.775,5.050942,0.222474
2.8,5.110435,0.252595
2.825,5.179025,0.265377
2.85,5.240359,0.297992
2.875,5.307392,0.324567
2.9,5.386455,0.365551
2.925,5.468612,0.404724
2.95,5.552658,0.451103
2.975,5.634852,0.5124
3,5.731957,0.569209
3.025,5.8283,0.65433
3.05,5.917414,0.754702
3.075,6.022054,0.85725
3.1,6.112113,0.991797
3.125,6.198838,1.160488
3.15,6.265769,1.321805
3.175,6.303898,1.523808
3.2,6.297843,1.731115
3.225,6.259124,1.926862
3.25,6.18082,2.109765
3.275,6.074709,2.269785
3.3,5.992848,2.382878
3.325,5.872025,2.47474
3.35,5.776298,2.546405
3.375,5.683959,2.593549
3.4,5.608606,2.637141
3.425,5.543327,2.679736
3.45,5.498721,2.704941
3.475,5.442794,2.736237
3.5,5.403134,2.771304
3.525,5.35375,2.79323
3.55,5.329043,2.827393
3.575,5.303375,2.867159
3.6,5.277838,2.905092
3.625,5.253547,2.939656
3.65,5.23305,2.983519
3.675,5.21848,3.025066
3.7,5.195775,3.079146
3.725,5.178069,3.132334
3.75,5.188218,3.178098
3.775,5.159038,3.23402
3.8,5.144039,3.303442
3.825,5.137874,3.354867
3.85,5.130965,3.422919
3.875,5.110961,3.507153
3.9,5.096958,3.589066
3.925,5.092505,3.682683
3.95,5.057734,3.786266
3.975,5.032008,3.893244
4,5.006246,4.005516
4.025,4.947332,4.136908
4.05,4.888403,4.272607
4.075,4.796329,4.407209
4.1,4.692331,4.565164
4.125,4.538693,4.674215
4.15,4.3781,4.793949
4.175,4.20058,4.879055
4.2,4.016346,4.946009
4.225,3.815071,4.973963
4.25,3.637161,4.985948
4.275,3.458779,4.949358
4.3,3.300792,4.912999
4.325,3.148932,4.871563
4.35,3.009838,4.839801
4.375,2.903632,4.77175
4.4,2.799597,4.714478
4.425,2.681095,4.643527
4.45,2.603132,4.581106
4.475,2.489993,4.516473
4.5,2.424879,4.459286
4.525,2.359234,4.389346
4.55,2.298402,4.300305
4.575,2.247598,4.242583
4.6,2.185583,4.182953
4.625,2.147296,4.119914
4.65,2.11827,4.061197
4.675,2.082263,4.008171
4.7,2.057287,3.956063
