photon energy (eV),n,k
2.15,1.73775,2.68829
2.16,1.73842,2.67233
2.17,1.73871,2.64918
2.18,1.73361,2.63717
2.19,1.7187,2.62028
2.2,1.71918,2.58992
2.21,1.71874,2.57828
2.22,1.71878,2.56678
2.23,1.71894,2.55104
2.24,1.71902,2.5276
2.25,1.71861,2.51572
2.26,1.71888,2.50098
2.27,1.7035,2.48345
2.28,1.69909,2.47227
2.29,1.69946,2.45217
2.3,1.69962,2.43323
2.31,1.69951,2.42187
2.32,1.69947,2.40924
2.33,1.69952,2.39487
2.34,1.69953,2.37754
2.35,1.6995,2.35337
2.36,1.6995,2.33889
2.37,1.69952,2.3274
2.38,1.69951,2.31555
2.39,1.6995,2.30294
2.4,1.69951,2.2892
2.41,1.69951,2.27096
2.42,1.69951,2.25941
2.43,1.69951,2.2481
2.44,1.69951,2.23671
2.45,1.69951,2.2249
2.46,1.69951,2.20736
2.47,1.69951,2.19375
2.48,1.69951,2.19544
2.49,1.69951,2.17165
2.5,1.69951,2.16382
2.51,1.69951,2.16139
2.52,1.69951,2.14902
2.53,1.69951,2.13177
2.54,1.69951,2.11735
2.55,1.69951,2.10424
2.56,1.69951,2.10437
2.57,1.69951,2.09042
2.58,1.69951,2.07171
2.59,1.69951,2.07333
2.6,1.69951,2.0563
2.61,1.69951,2.04171
2.62,1.6995,2.04348
2.63,1.69952,2.02101
2.64,1.69951,2.01139
2.65,1.6995,2.01055
2.66,1.69951,1.98958
2.67,1.69953,1.98109
2.68,1.6995,1.98108
2.69,1.69947,1.96824
2.7,1.69956,1.95634
2.71,1.69964,1.95072
2.72,1.69909,1.94789
2.73,1.70361,1.9212
2.74,1.71038,1.92078
2.75,1.71814,1.9202
2.76,1.71888,1.89336
2.77,1.71899,1.89083
2.78,1.71884,1.885
2.79,1.71884,1.87325
2.8,1.71889,1.86045
2.81,1.71888,1.85975
2.82,1.71886,1.85968
2.83,1.71887,1.83299
2.84,1.71888,1.82947
2.85,1.71887,1.82922
2.86,1.71886,1.82879
2.87,1.71887,1.80867
2.88,1.71888,1.79842
2.89,1.71886,1.79903
2.9,1.71887,1.78643
2.91,1.71888,1.77468
2.92,1.71887,1.7681
2.93,1.71886,1.76913
2.94,1.71888,1.76308
2.95,1.71888,1.75118
2.96,1.71885,1.73843
2.97,1.71886,1.73851
2.98,1.71891,1.73824
2.99,1.71888,1.7348
3,1.71875,1.7126
3.01,1.71891,1.70762
3.02,1.71939,1.70747
3.03,1.72707,1.70793
3.04,1.73368,1.69573
3.05,1.73865,1.68424
3.06,1.73807,1.67684
3.07,1.7382,1.67785
3.08,1.73828,1.67257
3.09,1.73823,1.66035
3.1,1.73821,1.64744
3.11,1.73823,1.6474
3.12,1.73824,1.6472
3.13,1.73822,1.64064
3.14,1.73823,1.61592
3.15,1.73824,1.61694
3.16,1.73823,1.6161
3.17,1.73823,1.61713
3.18,1.73823,1.59275
3.19,1.73823,1.58561
3.2,1.73823,1.58599
3.21,1.73823,1.58646
3.22,1.73823,1.58202
3.23,1.73822,1.56964
3.24,1.73824,1.55654
3.25,1.73825,1.55567
3.26,1.73808,1.55535
3.27,1.74113,1.55663
3.28,1.75433,1.53917
3.29,1.75777,1.52427
3.3,1.75757,1.52531
3.31,1.75759,1.52532
3.32,1.75761,1.52493
3.33,1.7576,1.52541
3.34,1.7576,1.51344
3.35,1.7576,1.50204
3.36,1.75759,1.49417
3.37,1.7576,1.49488
3.38,1.75761,1.49485
3.39,1.7576,1.49451
3.4,1.75757,1.49506
3.41,1.75762,1.48333
3.42,1.75767,1.47202
3.43,1.75746,1.46378
3.44,1.75742,1.46457
3.45,1.75975,1.46428
3.46,1.77613,1.46326
3.47,1.7769,1.4502
3.48,1.77713,1.43779
3.49,1.77693,1.43363
3.5,1.77692,1.43364
3.51,1.77698,1.43365
3.52,1.77697,1.43504
3.53,1.77695,1.41432
3.54,1.77696,1.40268
3.55,1.77696,1.40345
3.56,1.77694,1.40366
3.57,1.77703,1.40327
3.58,1.77674,1.40331
3.59,1.78473,1.39065
3.6,1.79595,1.3789
3.61,1.79632,1.37253
3.62,1.79634,1.37303
3.63,1.79631,1.37315
3.64,1.79633,1.37307
3.65,1.79632,1.37301
3.66,1.79629,1.37341
3.67,1.79634,1.36382
3.68,1.79644,1.34346
3.69,1.79596,1.34268
3.7,1.80093,1.34261
3.71,1.80635,1.34267
3.72,1.80586,1.34266
3.73,1.806,1.3426
3.74,1.80604,1.34258
3.75,1.80592,1.34275
3.76,1.80627,1.34316
3.77,1.80164,1.33749
3.78,1.79613,1.32549
3.79,1.79643,1.31266
3.8,1.79581,1.31251
3.81,1.79674,1.31215
3.82,1.79937,1.31213
3.83,1.81799,1.3122
3.84,1.82862,1.31226
3.85,1.8326,1.31226
3.86,1.83181,1.31221
3.87,1.82808,1.31215
3.88,1.82326,1.31217
3.89,1.81922,1.31237
3.9,1.8178,1.31263
3.91,1.82086,1.30782
3.92,1.83025,1.29556
3.93,1.84778,1.28258
3.94,1.85514,1.28201
3.95,1.85491,1.28168
3.96,1.85424,1.28172
3.97,1.8543,1.2818
3.98,1.85449,1.28182
3.99,1.85444,1.28179
4,1.85436,1.28178
4.01,1.85441,1.2818
4.02,1.85445,1.28179
4.03,1.8544,1.28176
4.04,1.85438,1.28176
4.05,1.85443,1.28184
4.06,1.85445,1.28195
4.07,1.85437,1.28171
4.08,1.85431,1.28031
4.09,1.85476,1.26725
4.1,1.85027,1.25459
4.11,1.8444,1.25112
4.12,1.84488,1.25117
4.13,1.84472,1.25136
4.14,1.84469,1.25142
4.15,1.84474,1.25139
4.16,1.84474,1.25134
4.17,1.84472,1.25133
4.18,1.84473,1.25136
4.19,1.84473,1.2514
4.2,1.84472,1.25138
4.21,1.84474,1.25132
4.22,1.84474,1.25129
4.23,1.84468,1.25138
4.24,1.84471,1.25164
4.25,1.84499,1.25157
4.26,1.84213,1.24641
4.27,1.83489,1.22061
4.28,1.83519,1.22144
4.29,1.835,1.22094
4.3,1.83503,1.22084
4.31,1.83507,1.22089
4.32,1.83505,1.22097
4.33,1.83504,1.22099
4.34,1.83505,1.22095
4.35,1.83505,1.22088
4.36,1.83505,1.22085
4.37,1.83505,1.22101
4.38,1.83505,1.22151
4.39,1.83505,1.21508
4.4,1.83505,1.20329
4.41,1.83505,1.19069
4.42,1.83505,1.19082
4.43,1.83505,1.19047
4.44,1.83505,1.19043
4.45,1.83505,1.1905
4.46,1.83505,1.19053
4.47,1.83505,1.19052
4.48,1.83505,1.1905
4.49,1.83505,1.19053
4.5,1.83505,1.19053
4.51,1.83505,1.19047
4.52,1.83505,1.19038
4.53,1.83505,1.19052
4.54,1.83505,1.19145
4.55,1.83505,1.17763
4.56,1.83505,1.15898
4.57,1.83505,1.1603
4.58,1.83505,1.16023
4.59,1.83505,1.16008
4.6,1.83505,1.16004
4.61,1.83505,1.16007
4.62,1.83505,1.16009
4.63,1.83504,1.16009
4.64,1.83505,1.16008
4.65,1.83507,1.16008
4.66,1.83503,1.16008
4.67,1.835,1.16008
4.68,1.8361,1.16007
4.69,1.84846,1.16008
4.7,1.85466,1.1601
4.71,1.85435,1.16008
4.72,1.85442,1.16005
4.73,1.85441,1.16005
4.74,1.85441,1.16013
4.75,1.85442,1.16025
4.76,1.85441,1.16003
4.77,1.8544,1.15841
4.78,1.85442,1.14538
4.79,1.85443,1.13264
4.8,1.85437,1.12946
4.81,1.85437,1.12947
4.82,1.85458,1.12966
4.83,1.85439,1.12971
4.84,1.85337,1.12968
4.85,1.83693,1.12964
4.86,1.83492,1.12964
4.87,1.8349,1.12966
4.88,1.83512,1.12968
4.89,1.83508,1.12966
4.9,1.83502,1.12965
4.91,1.83504,1.12965
4.92,1.83507,1.12967
4.93,1.83505,1.12967
4.94,1.83504,1.12966
4.95,1.83505,1.12964
4.96,1.83505,1.12965
4.97,1.83505,1.12968
4.98,1.83505,1.12968
4.99,1.83505,1.12965
5,1.83505,1.1296
5.01,1.83505,1.12964
5.02,1.83505,1.12983
5.03,1.83505,1.12997
5.04,1.83505,1.12597
5.05,1.83506,1.11346
5.06,1.83504,1.10041
5.07,1.83505,1.09938
5.08,1.83508,1.09909
5.09,1.83504,1.09916
5.1,1.83498,1.09925
5.11,1.83511,1.09927
5.12,1.83528,1.09923
5.13,1.83328,1.09921
5.14,1.82562,1.09922
5.15,1.81823,1.09924
5.16,1.81536,1.09924
5.17,1.8157,1.09923
5.18,1.81576,1.09922
5.19,1.81568,1.09923
5.2,1.81567,1.09923
5.21,1.8157,1.09923
5.22,1.8157,1.09923
5.23,1.81568,1.09924
5.24,1.81569,1.09925
5.25,1.8157,1.09913
5.26,1.81569,1.09932
5.27,1.81569,1.08205
5.28,1.81569,1.06841
5.29,1.81569,1.0689
5.3,1.81569,1.06881
5.31,1.81569,1.06879
5.32,1.81569,1.0688
5.33,1.81569,1.0688
5.34,1.81569,1.0688
5.35,1.81569,1.0688
5.36,1.81569,1.0688
5.37,1.81569,1.0688
5.38,1.81569,1.0688
5.39,1.81568,1.06879
5.4,1.81569,1.0688
5.41,1.8157,1.06881
5.42,1.81569,1.06881
5.43,1.81568,1.06879
5.44,1.8157,1.06878
5.45,1.8157,1.06881
5.46,1.81565,1.06885
5.47,1.81568,1.06883
5.48,1.81581,1.06866
5.49,1.81564,1.06848
5.5,1.81522,1.06987
