photon energy (eV),n,k
0.5,4.52,8.25
1.0,2.69,5.04
1.5,1.82,3.81
2.0,1.32,2.69
2.5,1.20,1.65
3.0,1.74,1.04
3.5,2.14,1.06
4.0,2.27,1.23
4.5,2.31,1.38
5.0,2.25,1.54
5.5,2.06,1.64
6.0,1.85,1.71
6.5,1.69,1.66
7.0,1.55,1.64
7.5,1.46,1.58
8.0,1.38,1.53
8.5,1.28,1.49
9.0,1.19,1.49
9.5,1.09,1.43
10.0,1.00,1.38
